"post.mean","l-95% CI","u-95% CI","eff.samp","pMCMC","signif.","y_var","x_model","term","pMCMC_adjusted","pMCMC_adjusted_sig"
" 0.00003712"," 0.0000223801","0.00005179","4700","0.24766","ns","core_mu_lower_CI","Motility","(Intercept)",0.778633663366337,"ns"
"-0.00001479","-0.0000621656","0.00002965","4700","0.54255","ns","core_mu_lower_CI","Motility","MotilityBoth",0.966579661016949,"ns"
" 0.00001641","-0.0000009502","0.00003627","4700","0.07447",".","core_mu_lower_CI","Motility","MotilityMotile",0.468792,"ns"
" 0.000059821"," 0.000026626","0.0000938599","4700","0.38596","ns","core_mu_lower_CI","combined","(Intercept)",0.894725454545455,"ns"
"-0.000002587","-0.000030799","0.0000246714","4700","0.83617","ns","core_mu_lower_CI","combined","Obligate_facultativeFacultative",0.993977295373666,"ns"
"-0.000033757","-0.000069647","0.0000020677","4700","0.06298",".","core_mu_lower_CI","combined","Intra_or_extracellularBoth",0.458721818181818,"ns"
"-0.000033822","-0.000067838","0.0000009838","4700","0.04809","*","core_mu_lower_CI","combined","Intra_or_extracellularExtracellular",0.400624615384615,"ns"
" 0.000008344","-0.000014799","0.0000310959","4700","0.45957","ns","core_mu_lower_CI","combined","Effect_on_hostBoth",0.908129032258065,"ns"
" 0.000011099","-0.000030030","0.0000462795","4700","0.54979","ns","core_mu_lower_CI","combined","Effect_on_hostMutualist",0.966579661016949,"ns"
"-0.000004219","-0.000052872","0.0000435321","5300","0.87319","ns","core_mu_lower_CI","combined","MotilityBoth",0.993977295373666,"ns"
" 0.000017053","-0.000005184","0.0000395906","5394","0.13021","ns","core_mu_lower_CI","combined","MotilityMotile",0.611582727272727,"ns"
"0.000052095"," 0.000034729","0.00007081","4700","0.8391","ns","core_mu_lower_CI","NE","(Intercept)",0.993977295373666,"ns"
"0.000006341","-0.000003921","0.00001629","4700","0.2264","ns","core_mu_lower_CI","NE","Ne",0.735165,"ns"
"0.000044889"," 0.000034409","0.00005619","4802","0.8940","ns","core_mu_lower_CI","Genome_size","(Intercept)",0.993977295373666,"ns"
"0.000006409","-0.000002874","0.00001606","4977","0.1668","ns","core_mu_lower_CI","Genome_size","genome_size",0.662867532467532,"ns"
"0.00004537","0.000035376","0.00005547","4700","0.945106","ns","core_mu_lower_CI","Pan_size","(Intercept)",0.99753904109589,"ns"
"0.00001291","0.000003996","0.00002107","5131","0.003404","**","core_mu_lower_CI","Pan_size","pan_size",0.0837128571428571,"."
"0.000045320","0.0000355243","0.00005624","5247","0.94128","ns","core_mu_lower_CI","Pangenome_fluidity","(Intercept)",0.99753904109589,"ns"
"0.000008602","0.0000003394","0.00001706","4474","0.04426","*","core_mu_lower_CI","Pangenome_fluidity","pangenome_fluidity",0.400624615384615,"ns"
"0.000044914"," 0.000034454","0.00005584","4700","0.8966","ns","core_mu_lower_CI","Total_envs","(Intercept)",0.993977295373666,"ns"
"0.000002889","-0.000006643","0.00001154","4700","0.5302","ns","core_mu_lower_CI","Total_envs","Total_envs",0.966579661016949,"ns"
" 0.000239109"," 0.00015691","0.00031050","4700","0.8672","ns","core_mu_upper_CI","Host_or_free","(Intercept)",0.993977295373666,"ns"
" 0.000006003","-0.00008505","0.00009454","4700","0.8983","ns","core_mu_upper_CI","Host_or_free","Host_or_freeBoth",0.993977295373666,"ns"
"-0.000198984","-0.00059482","0.00018062","4700","0.3187","ns","core_mu_upper_CI","Host_or_free","Host_or_freeFree",0.858615254237288,"ns"
" 0.00026232"," 0.0001888","0.00032957","4700","0.6247","ns","core_mu_upper_CI","Category_primary_env","(Intercept)",0.993977295373666,"ns"
"-0.00007859","-0.0001723","0.00001458","4495","0.1030","ns","core_mu_upper_CI","Category_primary_env","Category_primary_envFree",0.547634482758621,"ns"
"0.00020623"," 0.0001064","0.0003183","4700","0.4289","ns","core_mu_upper_CI","Obligate_facultative","(Intercept)",0.900921891891892,"ns"
"0.00004143","-0.0000713","0.0001489","4341","0.4464","ns","core_mu_upper_CI","Obligate_facultative","Obligate_facultativeFacultative",0.908049933774834,"ns"
" 0.00031953"," 0.0001889"," 0.000456343","4700","0.29574","ns","core_mu_upper_CI","Intra_or_extracellular","(Intercept)",0.837429357798165,"ns"
"-0.00016184","-0.0003352","-0.000007528","4630","0.04851","*","core_mu_upper_CI","Intra_or_extracellular","Intra_or_extracellularBoth",0.400624615384615,"ns"
"-0.00006474","-0.0002211"," 0.000090898","4807","0.41574","ns","core_mu_upper_CI","Intra_or_extracellular","Intra_or_extracellularExtracellular",0.900921891891892,"ns"
" 0.00023839"," 0.00015032","0.00032981","4700","0.8004","ns","core_mu_upper_CI","Effect_on_host","(Intercept)",0.993977295373666,"ns"
"-0.00002707","-0.00012214","0.00007334","4700","0.5796","ns","core_mu_upper_CI","Effect_on_host","Effect_on_hostBoth",0.984412087912088,"ns"
" 0.00012838","-0.00005477","0.00031367","4500","0.1651","ns","core_mu_upper_CI","Effect_on_host","Effect_on_hostMutualist",0.662867532467532,"ns"
" 0.00020040"," 0.000120577","0.0002774","5128","0.22298","ns","core_mu_upper_CI","Motility","(Intercept)",0.735165,"ns"
"-0.00006357","-0.000282141","0.0001548","4700","0.55787","ns","core_mu_upper_CI","Motility","MotilityBoth",0.966579661016949,"ns"
" 0.00008598","-0.000002135","0.0001704","4700","0.05106",".","core_mu_upper_CI","Motility","MotilityMotile",0.400624615384615,"ns"
" 0.00027368"," 0.00011508","0.00043119","4700","0.73532","ns","core_mu_upper_CI","combined","(Intercept)",0.993977295373666,"ns"
"-0.00001035","-0.00014170","0.00011887","4700","0.86638","ns","core_mu_upper_CI","combined","Obligate_facultativeFacultative",0.993977295373666,"ns"
"-0.00013359","-0.00031457","0.00002689","4700","0.11872","ns","core_mu_upper_CI","combined","Intra_or_extracellularBoth",0.605472,"ns"
"-0.00004106","-0.00019868","0.00012303","4700","0.64043","ns","core_mu_upper_CI","combined","Intra_or_extracellularExtracellular",0.993977295373666,"ns"
"-0.00008012","-0.00018760","0.00002870","4700","0.13957","ns","core_mu_upper_CI","combined","Effect_on_hostBoth",0.62033,"ns"
" 0.00003928","-0.00015309","0.00023038","4949","0.69404","ns","core_mu_upper_CI","combined","Effect_on_hostMutualist",0.993977295373666,"ns"
"-0.00003877","-0.00024863","0.00018506","4410","0.73191","ns","core_mu_upper_CI","combined","MotilityBoth",0.993977295373666,"ns"
" 0.00010400"," 0.00000238","0.00021776","4700","0.05745",".","core_mu_upper_CI","combined","MotilityMotile",0.4394925,"ns"
" 0.000275444"," 0.00019596","0.00035116","4765","0.9519","ns","core_mu_upper_CI","NE","(Intercept)",0.99753904109589,"ns"
"-0.000003468","-0.00005278","0.00004929","4700","0.9077","ns","core_mu_upper_CI","NE","Ne",0.993977295373666,"ns"
"0.000238487"," 0.00016909","0.00030109","4700","0.8247","ns","core_mu_upper_CI","Genome_size","(Intercept)",0.993977295373666,"ns"
"0.000003413","-0.00004566","0.00005228","4700","0.9013","ns","core_mu_upper_CI","Genome_size","genome_size",0.993977295373666,"ns"
"0.00024106"," 0.00017592","0.00030634","4700","0.8745","ns","core_mu_upper_CI","Pan_size","(Intercept)",0.993977295373666,"ns"
"0.00002721","-0.00001468","0.00007288","4700","0.2289","ns","core_mu_upper_CI","Pan_size","pan_size",0.735165,"ns"
"0.0002472","0.00019111","0.0002955","4458","0.963830","ns","core_mu_upper_CI","Pangenome_fluidity","(Intercept)",0.9983,"ns"
"0.0000618","0.00002126","0.0001023","4700","0.001702","**","core_mu_upper_CI","Pangenome_fluidity","pangenome_fluidity",0.0744017142857143,"."
" 0.00023667"," 0.0001680","0.00030124","4700","0.7877","ns","core_mu_upper_CI","Total_envs","(Intercept)",0.993977295373666,"ns"
"-0.00001675","-0.0000654","0.00002811","4702","0.4783","ns","core_mu_upper_CI","Total_envs","Total_envs",0.926327848101266,"ns"
" 0.16349"," 0.10146","0.21880","4700","0.09404",".","prop_genes2_median","Host_or_free","(Intercept)",0.523204363636364,"ns"
" 0.04577","-0.01552","0.10592","4700","0.13191","ns","prop_genes2_median","Host_or_free","Host_or_freeBoth",0.611582727272727,"ns"
"-0.19071","-0.43377","0.06631","4700","0.13872","ns","prop_genes2_median","Host_or_free","Host_or_freeFree",0.62033,"ns"
" 0.20035"," 0.1500","0.25174","4700","0.7111","ns","prop_genes2_median","Category_primary_env","(Intercept)",0.993977295373666,"ns"
"-0.04175","-0.1019","0.02522","4700","0.2051","ns","prop_genes2_median","Category_primary_env","Category_primary_envFree",0.735165,"ns"
"0.11962","0.04971","0.1877","4446","0.003404","**","prop_genes2_median","Obligate_facultative","(Intercept)",0.0837128571428571,"."
"0.09422","0.02068","0.1615","4700","0.010638","*","prop_genes2_median","Obligate_facultative","Obligate_facultativeFacultative",0.15504,"ns"
" 0.17035"," 0.08764","0.26412","4700","0.3311","ns","prop_genes2_median","Intra_or_extracellular","(Intercept)",0.858615254237288,"ns"
"-0.02384","-0.13237","0.08384","4700","0.6945","ns","prop_genes2_median","Intra_or_extracellular","Intra_or_extracellularBoth",0.993977295373666,"ns"
" 0.04869","-0.05455","0.15592","4507","0.3583","ns","prop_genes2_median","Intra_or_extracellular","Intra_or_extracellularExtracellular",0.884191935483871,"ns"
"0.13589","0.07899","0.1863","4665","0.004681","**","prop_genes2_median","Effect_on_host","(Intercept)",0.0954924,"."
"0.08828","0.02843","0.1481","4433","0.003830","**","prop_genes2_median","Effect_on_host","Effect_on_hostBoth",0.0837128571428571,"."
"0.14120","0.03673","0.2496","4700","0.005106","**","prop_genes2_median","Effect_on_host","Effect_on_hostMutualist",0.09765225,"."
" 0.17183"," 0.11092","0.23718","4700","0.2077","ns","prop_genes2_median","Motility","(Intercept)",0.735165,"ns"
"-0.01857","-0.16733","0.12965","4902","0.8111","ns","prop_genes2_median","Motility","MotilityBoth",0.993977295373666,"ns"
" 0.02984","-0.03534","0.09617","4700","0.3698","ns","prop_genes2_median","Motility","MotilityMotile",0.890670229007634,"ns"
" 0.115758"," 0.015581","0.21918","4954","0.06596",".","prop_genes2_median","combined","(Intercept)",0.458721818181818,"ns"
" 0.055953","-0.024926","0.14585","4700","0.20511","ns","prop_genes2_median","combined","Obligate_facultativeFacultative",0.735165,"ns"
"-0.027507","-0.141018","0.08316","4700","0.64000","ns","prop_genes2_median","combined","Intra_or_extracellularBoth",0.993977295373666,"ns"
" 0.008608","-0.097582","0.11794","4476","0.84383","ns","prop_genes2_median","combined","Intra_or_extracellularExtracellular",0.993977295373666,"ns"
" 0.070769"," 0.001851","0.14066","5041","0.04596","*","prop_genes2_median","combined","Effect_on_hostBoth",0.400624615384615,"ns"
" 0.108332","-0.009978","0.23575","4700","0.07532",".","prop_genes2_median","combined","Effect_on_hostMutualist",0.468792,"ns"
" 0.013009","-0.133300","0.15805","5071","0.86255","ns","prop_genes2_median","combined","MotilityBoth",0.993977295373666,"ns"
"-0.018680","-0.088921","0.04776","4700","0.59915","ns","prop_genes2_median","combined","MotilityMotile",0.993977295373666,"ns"
"0.22606"," 0.17646","0.27305","4731","0.6153","ns","prop_genes2_median","NE","(Intercept)",0.993977295373666,"ns"
"0.01362","-0.01692","0.04477","4700","0.4081","ns","prop_genes2_median","NE","Ne",0.900921891891892,"ns"
"0.18249"," 0.1313","0.23037","4455","0.2523","ns","prop_genes2_median","Genome_size","(Intercept)",0.778633663366337,"ns"
"0.02217","-0.0112","0.05944","4350","0.2047","ns","prop_genes2_median","Genome_size","genome_size",0.735165,"ns"
"0.19059","0.14381","0.23097","4450","0.350213","ns","prop_genes2_median","Pan_size","(Intercept)",0.878403098360656,"ns"
"0.04483","0.01667","0.07278","4700","0.001702","**","prop_genes2_median","Pan_size","pan_size",0.0744017142857143,"."
"0.20229","0.16731","0.23337","3770","0.6161702","ns","prop_genes2_median","Pangenome_fluidity","(Intercept)",0.993977295373666,"ns"
"0.06254","0.03807","0.08663","4700","0.0002128","***","prop_genes2_median","Pangenome_fluidity","pangenome_fluidity",0.0162792,"*"
"0.189033"," 0.14038","0.23563","4726","0.3655","ns","prop_genes2_median","Total_envs","(Intercept)",0.890670229007634,"ns"
"0.009468","-0.01964","0.04168","4700","0.5311","ns","prop_genes2_median","Total_envs","Total_envs",0.966579661016949,"ns"
" 0.05815"," 0.022076","0.09431","4442","0.08383",".","prop_genes2_lower_CI","Host_or_free","(Intercept)",0.493307307692308,"ns"
" 0.04421"," 0.002133","0.08251","4700","0.03149","*","prop_genes2_lower_CI","Host_or_free","Host_or_freeBoth",0.370613076923077,"ns"
"-0.06814","-0.248518","0.10580","4526","0.43404","ns","prop_genes2_lower_CI","Host_or_free","Host_or_freeFree",0.900921891891892,"ns"
" 0.08411"," 0.05171","0.11599","4909","0.8591","ns","prop_genes2_lower_CI","Category_primary_env","(Intercept)",0.993977295373666,"ns"
"-0.01474","-0.05995","0.02859","4700","0.5089","ns","prop_genes2_lower_CI","Category_primary_env","Category_primary_envFree",0.955358282208589,"ns"
"0.02766","-0.01595","0.07128","4700","0.005957","**","prop_genes2_lower_CI","Obligate_facultative","(Intercept)",0.107226,"ns"
"0.07006"," 0.02585","0.11836","4700","0.003830","**","prop_genes2_lower_CI","Obligate_facultative","Obligate_facultativeFacultative",0.0837128571428571,"."
" 0.07784"," 0.01234","0.13309","4700","0.7306","ns","prop_genes2_lower_CI","Intra_or_extracellular","(Intercept)",0.993977295373666,"ns"
"-0.02600","-0.10381","0.04645","4700","0.5038","ns","prop_genes2_lower_CI","Intra_or_extracellular","Intra_or_extracellularBoth",0.951622222222222,"ns"
" 0.01499","-0.05815","0.07938","4700","0.6566","ns","prop_genes2_lower_CI","Intra_or_extracellular","Intra_or_extracellularExtracellular",0.993977295373666,"ns"
"0.03947","0.005292","0.07213","4700","0.0025532","**","prop_genes2_lower_CI","Effect_on_host","(Intercept)",0.0837128571428571,"."
"0.07104","0.031395","0.11114","4700","0.0004255","***","prop_genes2_lower_CI","Effect_on_host","Effect_on_hostBoth",0.0260406,"*"
"0.07247","0.001959","0.14295","4700","0.0408511","*","prop_genes2_lower_CI","Effect_on_host","Effect_on_hostMutualist",0.400624615384615,"ns"
" 0.06781"," 0.02931","0.10643","4700","0.2872","ns","prop_genes2_lower_CI","Motility","(Intercept)",0.836982857142857,"ns"
"-0.03527","-0.13732","0.07310","4700","0.5009","ns","prop_genes2_lower_CI","Motility","MotilityBoth",0.951622222222222,"ns"
" 0.02576","-0.01569","0.06937","4700","0.2255","ns","prop_genes2_lower_CI","Motility","MotilityMotile",0.735165,"ns"
" 0.034754","-0.032937","0.10420","4700","0.13191","ns","prop_genes2_lower_CI","combined","(Intercept)",0.611582727272727,"ns"
" 0.044199","-0.015079","0.10229","5399","0.14596","ns","prop_genes2_lower_CI","combined","Obligate_facultativeFacultative",0.62033,"ns"
"-0.031204","-0.110570","0.04531","4926","0.44213","ns","prop_genes2_lower_CI","combined","Intra_or_extracellularBoth",0.907998523489933,"ns"
"-0.016916","-0.084899","0.05531","4700","0.63617","ns","prop_genes2_lower_CI","combined","Intra_or_extracellularExtracellular",0.993977295373666,"ns"
" 0.058922"," 0.009169","0.10702","4909","0.01915","*","prop_genes2_lower_CI","combined","Effect_on_hostBoth",0.254778260869565,"ns"
" 0.048843","-0.031230","0.13074","4700","0.23064","ns","prop_genes2_lower_CI","combined","Effect_on_hostMutualist",0.735165,"ns"
"-0.005900","-0.110563","0.10193","6375","0.91957","ns","prop_genes2_lower_CI","combined","MotilityBoth",0.997193661971831,"ns"
"-0.006826","-0.054261","0.03949","4923","0.77106","ns","prop_genes2_lower_CI","combined","MotilityMotile",0.993977295373666,"ns"
"0.09573"," 0.061397","0.13127","4700","0.8051","ns","prop_genes2_lower_CI","NE","(Intercept)",0.993977295373666,"ns"
"0.01335","-0.009057","0.03707","4476","0.2660","ns","prop_genes2_lower_CI","NE","Ne",0.798,"ns"
"0.07711","0.047736","0.10737","4700","0.498298","ns","prop_genes2_lower_CI","Genome_size","(Intercept)",0.951622222222222,"ns"
"0.02899","0.007948","0.05161","4700","0.008085","**","prop_genes2_lower_CI","Genome_size","genome_size",0.137445,"ns"
"0.08350","0.06119","0.10594","4462","0.7370213","ns","prop_genes2_lower_CI","Pan_size","(Intercept)",0.993977295373666,"ns"
"0.04014","0.02229","0.05863","5207","0.0002128","***","prop_genes2_lower_CI","Pan_size","pan_size",0.0162792,"*"
"0.08446","0.06132","0.10711","4700","0.7885106","ns","prop_genes2_lower_CI","Pangenome_fluidity","(Intercept)",0.993977295373666,"ns"
"0.03508","0.01622","0.05297","4700","0.0002128","***","prop_genes2_lower_CI","Pangenome_fluidity","pangenome_fluidity",0.0162792,"*"
"0.08085"," 0.051738","0.10734","4700","0.6464","ns","prop_genes2_lower_CI","Total_envs","(Intercept)",0.993977295373666,"ns"
"0.01340","-0.006445","0.03421","4303","0.1902","ns","prop_genes2_lower_CI","Total_envs","Total_envs",0.726466666666667,"ns"
" 0.30504"," 0.22867","0.38123","4456","0.21830","ns","prop_genes2_upper_CI","Host_or_free","(Intercept)",0.735165,"ns"
" 0.03451","-0.04295","0.11189","4700","0.38085","ns","prop_genes2_upper_CI","Host_or_free","Host_or_freeBoth",0.890670229007634,"ns"
"-0.30987","-0.63905","0.02438","4700","0.07277",".","prop_genes2_upper_CI","Host_or_free","Host_or_freeFree",0.468792,"ns"
" 0.33365"," 0.2652","0.40108","4700","0.5830","ns","prop_genes2_upper_CI","Category_primary_env","(Intercept)",0.984412087912088,"ns"
"-0.05079","-0.1315","0.03497","3300","0.2251","ns","prop_genes2_upper_CI","Category_primary_env","Category_primary_envFree",0.735165,"ns"
"0.2482","0.157438","0.3424","4700","0.02170","*","prop_genes2_upper_CI","Obligate_facultative","(Intercept)",0.276675,"ns"
"0.1011","0.007877","0.1949","4700","0.03574","*","prop_genes2_upper_CI","Obligate_facultative","Obligate_facultativeFacultative",0.377118620689655,"ns"
" 0.30288"," 0.17991","0.4177","4471","0.3745","ns","prop_genes2_upper_CI","Intra_or_extracellular","(Intercept)",0.890670229007634,"ns"
"-0.02256","-0.17061","0.1231","4274","0.7587","ns","prop_genes2_upper_CI","Intra_or_extracellular","Intra_or_extracellularBoth",0.993977295373666,"ns"
" 0.05664","-0.08442","0.2024","4219","0.4021","ns","prop_genes2_upper_CI","Intra_or_extracellular","Intra_or_extracellularExtracellular",0.900921891891892,"ns"
"0.26939"," 0.18943","0.3441","4700","0.023830","*","prop_genes2_upper_CI","Effect_on_host","(Intercept)",0.2916792,"ns"
"0.05789","-0.02229","0.1359","5433","0.154894","ns","prop_genes2_upper_CI","Effect_on_host","Effect_on_hostBoth",0.640507621621622,"ns"
"0.23745"," 0.08678","0.3904","4478","0.003404","**","prop_genes2_upper_CI","Effect_on_host","Effect_on_hostMutualist",0.0837128571428571,"."
" 0.30157"," 0.2127","0.3812","4700","0.2170","ns","prop_genes2_upper_CI","Motility","(Intercept)",0.735165,"ns"
"-0.02182","-0.2084","0.1736","4700","0.8302","ns","prop_genes2_upper_CI","Motility","MotilityBoth",0.993977295373666,"ns"
" 0.03854","-0.0447","0.1246","4700","0.3800","ns","prop_genes2_upper_CI","Motility","MotilityMotile",0.890670229007634,"ns"
" 0.2252981"," 0.08616","0.3783","4700","0.07532",".","prop_genes2_upper_CI","combined","(Intercept)",0.468792,"ns"
" 0.0631591","-0.05071","0.1848","4700","0.29106","ns","prop_genes2_upper_CI","combined","Obligate_facultativeFacultative",0.837429357798165,"ns"
"-0.0009662","-0.15537","0.1549","4825","0.99745","ns","prop_genes2_upper_CI","combined","Intra_or_extracellularBoth",0.9983,"ns"
" 0.0172080","-0.14287","0.1639","4040","0.81915","ns","prop_genes2_upper_CI","combined","Intra_or_extracellularExtracellular",0.993977295373666,"ns"
" 0.0339660","-0.05898","0.1225","4700","0.45319","ns","prop_genes2_upper_CI","combined","Effect_on_hostBoth",0.908129032258065,"ns"
" 0.2080720"," 0.03860","0.3777","4454","0.01532","*","prop_genes2_upper_CI","combined","Effect_on_hostMutualist",0.213087272727273,"ns"
"-0.0024409","-0.17745","0.1845","4700","0.99574","ns","prop_genes2_upper_CI","combined","MotilityBoth",0.9983,"ns"
" 0.0027414","-0.09562","0.1037","4700","0.97234","ns","prop_genes2_upper_CI","combined","MotilityMotile",0.9983,"ns"
"0.382113"," 0.3230","0.43656","4466","0.7277","ns","prop_genes2_upper_CI","NE","(Intercept)",0.993977295373666,"ns"
"0.009824","-0.0318","0.04975","4700","0.6157","ns","prop_genes2_upper_CI","NE","Ne",0.993977295373666,"ns"
"0.320560"," 0.24929","0.37951","4479","0.3191","ns","prop_genes2_upper_CI","Genome_size","(Intercept)",0.858615254237288,"ns"
"0.004052","-0.03865","0.05306","4700","0.8796","ns","prop_genes2_upper_CI","Genome_size","genome_size",0.993977295373666,"ns"
"0.3229"," 0.258282","0.3808","4700","0.33915","ns","prop_genes2_upper_CI","Pan_size","(Intercept)",0.8721,"ns"
"0.0365","-0.005233","0.0741","4700","0.07404",".","prop_genes2_upper_CI","Pan_size","pan_size",0.468792,"ns"
"0.33837","0.28826","0.3846","4700","0.5574468","ns","prop_genes2_upper_CI","Pangenome_fluidity","(Intercept)",0.966579661016949,"ns"
"0.07161","0.03733","0.1046","4700","0.0002128","***","prop_genes2_upper_CI","Pangenome_fluidity","pangenome_fluidity",0.0162792,"*"
"0.322233"," 0.25902","0.38251","4700","0.3298","ns","prop_genes2_upper_CI","Total_envs","(Intercept)",0.858615254237288,"ns"
"0.005115","-0.03414","0.04509","4700","0.7953","ns","prop_genes2_upper_CI","Total_envs","Total_envs",0.993977295373666,"ns"
